0,128,26,38,2,0.629
1,128,26,38,2,0.476
2,128,26,38,2,0.394
3,128,26,38,2,0.34
4,128,26,38,2,0.31
5,128,26,38,2,0.28
6,128,26,38,2,0.262
7,128,26,38,2,0.247
8,128,26,38,2,0.234
9,128,26,38,2,0.224
10,128,26,38,2,0.209
11,128,26,38,2,0.197
12,128,26,38,2,0.191
13,128,26,38,2,0.179
14,128,26,38,2,0.177
15,128,26,38,2,0.167
16,128,26,38,2,0.159
17,128,26,38,2,0.156
18,128,26,38,2,0.145
19,128,26,38,2,0.139
0,128,26,38,2,0.6
1,128,26,38,2,0.446
2,128,26,38,2,0.384
3,128,26,38,2,0.334
4,128,26,38,2,0.306
5,128,26,38,2,0.278
6,128,26,38,2,0.265
7,128,26,38,2,0.245
8,128,26,38,2,0.235
9,128,26,38,2,0.22
10,128,26,38,2,0.214
11,128,26,38,2,0.194
12,128,26,38,2,0.189
13,128,26,38,2,0.18
14,128,26,38,2,0.174
15,128,26,38,2,0.165
16,128,26,38,2,0.162
17,128,26,38,2,0.152
18,128,26,38,2,0.148
19,128,26,38,2,0.142
0,128,26,38,2,0.606
1,128,26,38,2,0.483
2,128,26,38,2,0.406
3,128,26,38,2,0.373
4,128,26,38,2,0.347
5,128,26,38,2,0.329
6,128,26,38,2,0.318
7,128,26,38,2,0.298
8,128,26,38,2,0.29
9,128,26,38,2,0.289
10,128,26,38,2,0.273
11,128,26,38,2,0.262
12,128,26,38,2,0.254
13,128,26,38,2,0.253
14,128,26,38,2,0.241
15,128,26,38,2,0.238
16,128,26,38,2,0.232
17,128,26,38,2,0.225
18,128,26,38,2,0.217
19,128,26,38,2,0.214
0,128,26,38,2,0.603
1,128,26,38,2,0.465
2,128,26,38,2,0.398
3,128,26,38,2,0.364
4,128,26,38,2,0.33
5,128,26,38,2,0.307
6,128,26,38,2,0.289
7,128,26,38,2,0.275
8,128,26,38,2,0.261
9,128,26,38,2,0.249
10,128,26,38,2,0.241
11,128,26,38,2,0.228
12,128,26,38,2,0.22
13,128,26,38,2,0.211
14,128,26,38,2,0.21
15,128,26,38,2,0.204
16,128,26,38,2,0.192
17,128,26,38,2,0.189
18,128,26,38,2,0.182
19,128,26,38,2,0.176
0,128,26,38,2,0.625
1,128,26,38,2,0.479
2,128,26,38,2,0.39
3,128,26,38,2,0.334
4,128,26,38,2,0.305
5,128,26,38,2,0.283
6,128,26,38,2,0.258
7,128,26,38,2,0.25
8,128,26,38,2,0.231
9,128,26,38,2,0.223
10,128,26,38,2,0.215
11,128,26,38,2,0.202
12,128,26,38,2,0.192
13,128,26,38,2,0.183
14,128,26,38,2,0.179
15,128,26,38,2,0.174
16,128,26,38,2,0.162
17,128,26,38,2,0.16
18,128,26,38,2,0.151
19,128,26,38,2,0.147
0,128,26,38,2,0.689
1,128,26,38,2,0.639
2,128,26,38,2,0.521
3,128,26,38,2,0.446
4,128,26,38,2,0.392
5,128,26,38,2,0.354
6,128,26,38,2,0.323
7,128,26,38,2,0.295
8,128,26,38,2,0.272
9,128,26,38,2,0.262
10,128,26,38,2,0.239
11,128,26,38,2,0.23
12,128,26,38,2,0.215
13,128,26,38,2,0.208
14,128,26,38,2,0.194
15,128,26,38,2,0.18
16,128,26,38,2,0.174
17,128,26,38,2,0.174
18,128,26,38,2,0.156
19,128,26,38,2,0.156
0,128,26,38,2,0.6
1,128,26,38,2,0.487
2,128,26,38,2,0.409
3,128,26,38,2,0.37
4,128,26,38,2,0.337
5,128,26,38,2,0.304
6,128,26,38,2,0.283
7,128,26,38,2,0.279
8,128,26,38,2,0.259
9,128,26,38,2,0.252
10,128,26,38,2,0.24
11,128,26,38,2,0.23
12,128,26,38,2,0.226
13,128,26,38,2,0.219
14,128,26,38,2,0.213
15,128,26,38,2,0.2
16,128,26,38,2,0.199
17,128,26,38,2,0.188
18,128,26,38,2,0.184
19,128,26,38,2,0.178
0,128,26,38,2,0.609
1,128,26,38,2,0.506
2,128,26,38,2,0.426
3,128,26,38,2,0.377
4,128,26,38,2,0.351
5,128,26,38,2,0.325
6,128,26,38,2,0.318
7,128,26,38,2,0.298
8,128,26,38,2,0.289
9,128,26,38,2,0.276
10,128,26,38,2,0.265
11,128,26,38,2,0.255
12,128,26,38,2,0.242
13,128,26,38,2,0.237
14,128,26,38,2,0.227
15,128,26,38,2,0.216
16,128,26,38,2,0.214
17,128,26,38,2,0.203
18,128,26,38,2,0.198
19,128,26,38,2,0.191
0,128,26,38,2,0.644
1,128,26,38,2,0.521
2,128,26,38,2,0.431
3,128,26,38,2,0.371
4,128,26,38,2,0.341
5,128,26,38,2,0.308
6,128,26,38,2,0.286
7,128,26,38,2,0.264
8,128,26,38,2,0.247
9,128,26,38,2,0.233
10,128,26,38,2,0.221
11,128,26,38,2,0.208
12,128,26,38,2,0.202
13,128,26,38,2,0.192
14,128,26,38,2,0.181
15,128,26,38,2,0.176
16,128,26,38,2,0.167
17,128,26,38,2,0.164
18,128,26,38,2,0.152
19,128,26,38,2,0.157
0,128,26,38,2,0.66
1,128,26,38,2,0.521
2,128,26,38,2,0.419
3,128,26,38,2,0.352
4,128,26,38,2,0.314
5,128,26,38,2,0.291
6,128,26,38,2,0.277
7,128,26,38,2,0.256
8,128,26,38,2,0.25
9,128,26,38,2,0.227
10,128,26,38,2,0.214
11,128,26,38,2,0.202
12,128,26,38,2,0.194
13,128,26,38,2,0.184
14,128,26,38,2,0.175
15,128,26,38,2,0.17
16,128,26,38,2,0.16
17,128,26,38,2,0.155
18,128,26,38,2,0.155
19,128,26,38,2,0.143
