1,7490,0,0,128,32,96,2,0.621,72.6
1,7490,0,1,128,32,96,2,0.455,79.1
1,7490,0,2,128,32,96,2,0.367,81.0
1,7490,0,3,128,32,96,2,0.305,83.6
1,7490,0,4,128,32,96,2,0.263,84.4
1,7490,0,5,128,32,96,2,0.233,85.4
1,7490,0,6,128,32,96,2,0.215,85.3
1,7490,0,7,128,32,96,2,0.193,84.9
1,7490,0,8,128,32,96,2,0.183,84.9
1,7490,0,9,128,32,96,2,0.168,85.5
1,7490,0,10,128,32,96,2,0.152,85.6
1,7490,0,11,128,32,96,2,0.14,86.2
1,7490,0,12,128,32,96,2,0.125,86.5
1,7490,0,13,128,32,96,2,0.115,85.6
1,7490,0,14,128,32,96,2,0.108,85.9
1,7490,0,15,128,32,96,2,0.099,86.5
1,7490,0,16,128,32,96,2,0.093,86.7
1,7490,0,17,128,32,96,2,0.085,85.3
1,7490,0,18,128,32,96,2,0.075,85.7
1,7490,0,19,128,32,96,2,0.068,86.4
1,7490,0,20,128,32,96,2,0.064,86.2
1,7490,0,21,128,32,96,2,0.056,86.0
1,7490,0,22,128,32,96,2,0.053,85.8
1,7490,0,23,128,32,96,2,0.044,86.4
1,7490,0,24,128,32,96,2,0.043,86.1
1,7490,1,0,128,32,96,2,0.621,73.3
1,7490,1,1,128,32,96,2,0.432,81.3
1,7490,1,2,128,32,96,2,0.345,82.1
1,7490,1,3,128,32,96,2,0.303,83.9
1,7490,1,4,128,32,96,2,0.264,83.7
1,7490,1,5,128,32,96,2,0.248,83.8
1,7490,1,6,128,32,96,2,0.22,84.6
1,7490,1,7,128,32,96,2,0.199,83.8
1,7490,1,8,128,32,96,2,0.187,84.2
1,7490,1,9,128,32,96,2,0.172,83.8
1,7490,1,10,128,32,96,2,0.163,85.7
1,7490,1,11,128,32,96,2,0.145,84.7
1,7490,1,12,128,32,96,2,0.134,85.1
1,7490,1,13,128,32,96,2,0.128,86.0
1,7490,1,14,128,32,96,2,0.111,86.1
1,7490,1,15,128,32,96,2,0.108,86.3
1,7490,1,16,128,32,96,2,0.098,85.9
1,7490,1,17,128,32,96,2,0.088,85.2
1,7490,1,18,128,32,96,2,0.083,86.3
1,7490,1,19,128,32,96,2,0.074,85.8
1,7490,1,20,128,32,96,2,0.07,86.1
1,7490,1,21,128,32,96,2,0.058,86.6
1,7490,1,22,128,32,96,2,0.057,85.8
1,7490,1,23,128,32,96,2,0.052,86.4
1,7490,1,24,128,32,96,2,0.046,86.1
1,7490,2,0,128,32,96,2,0.632,65.0
1,7490,2,1,128,32,96,2,0.488,80.5
1,7490,2,2,128,32,96,2,0.353,81.7
1,7490,2,3,128,32,96,2,0.311,81.9
1,7490,2,4,128,32,96,2,0.289,82.8
1,7490,2,5,128,32,96,2,0.256,83.8
1,7490,2,6,128,32,96,2,0.233,82.9
1,7490,2,7,128,32,96,2,0.219,83.5
1,7490,2,8,128,32,96,2,0.201,83.8
1,7490,2,9,128,32,96,2,0.19,83.6
1,7490,2,10,128,32,96,2,0.173,84.4
1,7490,2,11,128,32,96,2,0.156,84.0
1,7490,2,12,128,32,96,2,0.143,84.6
1,7490,2,13,128,32,96,2,0.135,84.0
1,7490,2,14,128,32,96,2,0.123,85.1
1,7490,2,15,128,32,96,2,0.112,84.3
1,7490,2,16,128,32,96,2,0.106,84.9
