1,7490,0,0,128,32,96,2,0.607,75.8
1,7490,0,1,128,32,96,2,0.445,81.8
1,7490,0,2,128,32,96,2,0.357,83.3
1,7490,0,3,128,32,96,2,0.302,84.2
1,7490,0,4,128,32,96,2,0.267,84.6
1,7490,0,5,128,32,96,2,0.239,85.0
1,7490,0,6,128,32,96,2,0.209,84.4
1,7490,0,7,128,32,96,2,0.192,85.0
1,7490,0,8,128,32,96,2,0.173,84.1
1,7490,0,9,128,32,96,2,0.159,84.3
1,7490,0,10,128,32,96,2,0.139,84.8
1,7490,0,11,128,32,96,2,0.138,84.7
1,7490,0,12,128,32,96,2,0.116,85.3
1,7490,0,13,128,32,96,2,0.111,85.3
1,7490,0,14,128,32,96,2,0.096,84.7
1,7490,0,15,128,32,96,2,0.092,85.0
1,7490,0,16,128,32,96,2,0.084,85.1
1,7490,0,17,128,32,96,2,0.081,85.1
1,7490,0,18,128,32,96,2,0.077,85.3
1,7490,0,19,128,32,96,2,0.069,84.1
1,7490,0,20,128,32,96,2,0.062,85.3
1,7490,0,21,128,32,96,2,0.057,85.3
1,7490,0,22,128,32,96,2,0.054,85.4
1,7490,0,23,128,32,96,2,0.053,84.9
1,7490,0,24,128,32,96,2,0.056,84.8
1,7490,1,0,128,32,96,2,0.592,71.8
1,7490,1,1,128,32,96,2,0.458,73.5
1,7490,1,2,128,32,96,2,0.378,77.2
1,7490,1,3,128,32,96,2,0.329,77.5
1,7490,1,4,128,32,96,2,0.299,78.1
1,7490,1,5,128,32,96,2,0.271,78.9
1,7490,1,6,128,32,96,2,0.249,80.5
1,7490,1,7,128,32,96,2,0.227,79.7
1,7490,1,8,128,32,96,2,0.209,81.4
1,7490,1,9,128,32,96,2,0.193,81.0
1,7490,1,10,128,32,96,2,0.174,82.2
1,7490,1,11,128,32,96,2,0.161,83.2
1,7490,1,12,128,32,96,2,0.15,83.3
1,7490,1,13,128,32,96,2,0.137,83.1
1,7490,1,14,128,32,96,2,0.13,83.1
1,7490,1,15,128,32,96,2,0.119,83.8
1,7490,1,16,128,32,96,2,0.106,84.2
1,7490,1,17,128,32,96,2,0.099,84.6
1,7490,1,18,128,32,96,2,0.097,85.5
1,7490,1,19,128,32,96,2,0.086,84.7
1,7490,1,20,128,32,96,2,0.084,85.0
1,7490,1,21,128,32,96,2,0.075,84.8
1,7490,1,22,128,32,96,2,0.074,84.9
1,7490,1,23,128,32,96,2,0.071,84.6
