1,7490,0,0,128,32,96,2,0.609,75.5
1,7490,0,1,128,32,96,2,0.436,79.8
1,7490,0,2,128,32,96,2,0.344,80.9
1,7490,0,3,128,32,96,2,0.292,81.3
1,7490,0,4,128,32,96,2,0.251,82.2
1,7490,0,5,128,32,96,2,0.215,81.7
1,7490,0,6,128,32,96,2,0.2,81.7
1,7490,0,7,128,32,96,2,0.18,82.2
1,7490,0,8,128,32,96,2,0.167,82.6
1,7490,0,9,128,32,96,2,0.152,82.1
1,7490,0,10,128,32,96,2,0.138,82.7
1,7490,0,11,128,32,96,2,0.127,83.2
1,7490,0,12,128,32,96,2,0.117,82.4
1,7490,0,13,128,32,96,2,0.112,82.2
1,7490,0,14,128,32,96,2,0.103,81.8
1,7490,0,15,128,32,96,2,0.102,82.9
1,7490,0,16,128,32,96,2,0.089,82.7
1,7490,0,17,128,32,96,2,0.082,82.1
1,7490,0,18,128,32,96,2,0.079,82.8
1,7490,0,19,128,32,96,2,0.069,81.9
1,7490,0,20,128,32,96,2,0.069,82.0
1,7490,0,21,128,32,96,2,0.064,83.6
1,7490,0,22,128,32,96,2,0.061,82.8
1,7490,0,23,128,32,96,2,0.05,82.7
1,7490,0,24,128,32,96,2,0.054,83.0
1,7490,1,0,128,32,96,2,0.598,72.4
1,7490,1,1,128,32,96,2,0.443,77.0
1,7490,1,2,128,32,96,2,0.34,79.8
1,7490,1,3,128,32,96,2,0.297,79.2
1,7490,1,4,128,32,96,2,0.266,80.1
1,7490,1,5,128,32,96,2,0.233,81.4
1,7490,1,6,128,32,96,2,0.225,81.2
1,7490,1,7,128,32,96,2,0.205,81.4
1,7490,1,8,128,32,96,2,0.188,81.6
1,7490,1,9,128,32,96,2,0.172,81.9
1,7490,1,10,128,32,96,2,0.159,82.9
1,7490,1,11,128,32,96,2,0.151,82.5
1,7490,1,12,128,32,96,2,0.138,83.0
1,7490,1,13,128,32,96,2,0.132,83.2
1,7490,1,14,128,32,96,2,0.12,83.6
1,7490,1,15,128,32,96,2,0.109,83.5
1,7490,1,16,128,32,96,2,0.105,83.6
1,7490,1,17,128,32,96,2,0.1,83.4
1,7490,1,18,128,32,96,2,0.09,83.6
1,7490,1,19,128,32,96,2,0.085,83.7
1,7490,1,20,128,32,96,2,0.078,83.9
1,7490,1,21,128,32,96,2,0.073,83.6
1,7490,1,22,128,32,96,2,0.07,84.2
1,7490,1,23,128,32,96,2,0.064,84.6
1,7490,1,24,128,32,96,2,0.065,84.4
1,7490,2,0,128,32,96,2,0.596,76.1
1,7490,2,1,128,32,96,2,0.429,80.5
1,7490,2,2,128,32,96,2,0.341,81.0
1,7490,2,3,128,32,96,2,0.292,82.4
1,7490,2,4,128,32,96,2,0.256,83.0
1,7490,2,5,128,32,96,2,0.224,84.0
1,7490,2,6,128,32,96,2,0.21,83.6
1,7490,2,7,128,32,96,2,0.188,84.4
1,7490,2,8,128,32,96,2,0.174,84.9
1,7490,2,9,128,32,96,2,0.156,84.8
1,7490,2,10,128,32,96,2,0.146,84.5
1,7490,2,11,128,32,96,2,0.132,84.7
1,7490,2,12,128,32,96,2,0.12,85.2
1,7490,2,13,128,32,96,2,0.109,83.8
1,7490,2,14,128,32,96,2,0.103,85.2
1,7490,2,15,128,32,96,2,0.094,84.8
1,7490,2,16,128,32,96,2,0.088,84.9
1,7490,2,17,128,32,96,2,0.078,85.2
1,7490,2,18,128,32,96,2,0.078,84.2
1,7490,2,19,128,32,96,2,0.071,85.2
1,7490,2,20,128,32,96,2,0.064,85.0
1,7490,2,21,128,32,96,2,0.064,84.6
1,7490,2,22,128,32,96,2,0.062,85.4
1,7490,2,23,128,32,96,2,0.05,85.2
1,7490,2,24,128,32,96,2,0.053,85.8
1,7490,3,0,128,32,96,2,0.59,75.4
1,7490,3,1,128,32,96,2,0.432,78.5
1,7490,3,2,128,32,96,2,0.36,80.1
1,7490,3,3,128,32,96,2,0.309,81.7
1,7490,3,4,128,32,96,2,0.274,81.7
1,7490,3,5,128,32,96,2,0.249,81.9
1,7490,3,6,128,32,96,2,0.222,82.9
1,7490,3,7,128,32,96,2,0.201,83.2
1,7490,3,8,128,32,96,2,0.185,83.6
1,7490,3,9,128,32,96,2,0.169,84.1
1,7490,3,10,128,32,96,2,0.158,83.8
