1,777,0,0,2,2,25,25,2,0.443,84.0
1,777,0,1,2,2,25,25,2,0.25,94.7
1,777,0,2,2,2,25,25,2,0.171,94.9
1,777,0,3,2,2,25,25,2,0.128,97.3
1,777,0,4,2,2,25,25,2,0.115,97.1
1,777,0,5,2,2,25,25,2,0.089,97.6
1,777,0,6,2,2,25,25,2,0.082,97.1
1,777,0,7,2,2,25,25,2,0.081,97.6
1,777,0,8,2,2,25,25,2,0.076,97.9
1,777,0,9,2,2,25,25,2,0.067,98.1
1,777,0,10,2,2,25,25,2,0.069,98.1
1,777,0,11,2,2,25,25,2,0.065,97.9
1,777,0,12,2,2,25,25,2,0.06,97.9
1,777,0,13,2,2,25,25,2,0.058,98.4
1,777,0,14,2,2,25,25,2,0.058,98.4
1,777,0,15,2,2,25,25,2,0.054,97.9
1,777,0,16,2,2,25,25,2,0.056,97.6
1,777,0,17,2,2,25,25,2,0.059,98.4
1,777,0,18,2,2,25,25,2,0.05,98.1
1,777,0,19,2,2,25,25,2,0.054,98.4
1,777,0,20,2,2,25,25,2,0.048,98.4
1,777,0,21,2,2,25,25,2,0.033,97.9
1,777,0,22,2,2,25,25,2,0.041,98.4
1,777,0,23,2,2,25,25,2,0.047,98.4
1,777,0,24,2,2,25,25,2,0.038,98.9
1,777,0,25,2,2,25,25,2,0.034,98.4
1,777,0,26,2,2,25,25,2,0.047,98.7
1,777,0,27,2,2,25,25,2,0.041,98.7
1,777,0,28,2,2,25,25,2,0.029,98.9
1,777,0,29,2,2,25,25,2,0.034,99.2
1,777,0,30,2,2,25,25,2,0.035,98.9
1,777,0,31,2,2,25,25,2,0.033,98.9
1,777,0,32,2,2,25,25,2,0.027,99.2
1,777,0,33,2,2,25,25,2,0.028,99.2
1,777,0,34,2,2,25,25,2,0.033,99.2
1,777,0,35,2,2,25,25,2,0.029,98.9
1,777,0,36,2,2,25,25,2,0.025,99.2
1,777,0,37,2,2,25,25,2,0.025,99.5
1,777,0,38,2,2,25,25,2,0.029,99.7
1,777,0,39,2,2,25,25,2,0.027,99.7
1,777,0,40,2,2,25,25,2,0.019,99.5
1,777,0,41,2,2,25,25,2,0.026,99.5
1,777,0,42,2,2,25,25,2,0.018,99.7
1,777,0,43,2,2,25,25,2,0.026,99.2
1,777,0,44,2,2,25,25,2,0.014,99.7
1,777,0,45,2,2,25,25,2,0.023,99.5
1,777,0,46,2,2,25,25,2,0.02,99.2
1,777,0,47,2,2,25,25,2,0.02,99.7
1,777,0,48,2,2,25,25,2,0.022,99.7
1,777,0,49,2,2,25,25,2,0.024,99.7
1,777,0,50,2,2,25,25,2,0.024,99.5
1,777,0,51,2,2,25,25,2,0.02,99.7
1,777,0,52,2,2,25,25,2,0.024,99.7
1,777,0,53,2,2,25,25,2,0.021,99.7
1,777,0,54,2,2,25,25,2,0.017,99.7
1,777,0,55,2,2,25,25,2,0.019,99.7
1,777,0,56,2,2,25,25,2,0.021,99.7
1,777,0,57,2,2,25,25,2,0.013,99.7
1,777,0,58,2,2,25,25,2,0.024,99.5
